user_id,date,steps,distance_km,active_minutes
1,2/8/2033,4138,3.15,165
1,2/9/2033,4459,3.4,51
1,2/10/2033,13054,9.95,51
1,2/11/2033,9591,7.31,96
1,2/12/2033,16911,12.89,52
1,2/13/2033,14501,11.05,111
1,2/14/2033,19879,15.15,75
1,2/15/2033,16054,12.24,24
1,2/16/2033,15754,12.01,37
1,2/17/2033,8986,6.85,81
1,2/18/2033,17451,13.3,126
1,2/19/2033,6710,5.11,63
1,2/20/2033,10389,7.92,20
1,2/21/2033,12514,9.54,165
1,2/22/2033,14756,11.25,130
1,2/23/2033,9002,6.86,154
1,2/24/2033,19791,15.08,26
1,2/25/2033,11478,8.75,115
1,2/26/2033,12821,9.77,142
1,2/27/2033,3076,2.34,103
1,2/28/2033,4522,3.45,157
1,3/1/2033,8519,6.49,97
1,3/2/2033,19323,14.73,117
1,3/3/2033,9866,7.52,94
1,3/4/2033,7495,5.71,172
1,3/5/2033,7906,6.03,40
1,3/6/2033,14536,11.08,109
1,3/7/2033,17400,13.26,138
1,3/8/2033,1588,1.21,115
1,3/9/2033,13033,9.93,36
1,3/10/2033,12310,9.38,151
1,3/11/2033,8719,6.65,85
1,3/12/2033,5008,3.82,65
1,3/13/2033,14940,11.39,105
1,3/14/2033,11045,8.42,117
1,3/15/2033,6322,4.82,52
1,3/16/2033,7056,5.38,98
1,3/17/2033,9571,7.29,161
1,3/18/2033,11493,8.76,149
1,3/19/2033,6080,4.63,125
1,3/20/2033,13896,10.59,64
1,3/21/2033,10760,8.2,78
1,3/22/2033,16413,12.51,131
1,3/23/2033,18295,13.94,170
1,3/24/2033,5485,4.18,62
1,3/25/2033,14595,11.12,67
1,3/26/2033,17592,13.41,168
1,3/27/2033,12163,9.27,30
1,3/28/2033,7109,5.42,49
1,3/29/2033,19793,15.09,149
1,3/30/2033,8537,6.51,127
1,3/31/2033,5777,4.4,164
1,4/1/2033,11310,8.62,92
1,4/2/2033,3714,2.83,86
1,4/3/2033,3465,2.64,106
1,4/4/2033,8438,6.43,137
1,4/5/2033,16793,12.8,149
1,4/6/2033,6450,4.92,135
1,4/7/2033,8453,6.44,79
1,4/8/2033,17106,13.04,44
1,4/9/2033,15710,11.97,99
1,4/10/2033,11915,9.08,108
1,4/11/2033,11857,9.04,155
1,4/12/2033,10321,7.87,143
1,4/13/2033,11841,9.03,120
1,4/14/2033,3299,2.51,46
1,4/15/2033,15241,11.62,31
1,4/16/2033,11941,9.1,121
1,4/17/2033,6346,4.84,154
1,4/18/2033,18109,13.8,104
1,4/19/2033,7848,5.98,30
1,4/20/2033,7934,6.05,53
1,4/21/2033,3580,2.73,43
1,4/22/2033,2656,2.02,116
1,4/23/2033,4324,3.3,58
1,4/24/2033,3701,2.82,74
1,4/25/2033,2764,2.11,49
1,4/26/2033,12094,9.22,51
1,4/27/2033,8122,6.19,106
1,4/28/2033,11693,8.91,79
1,4/29/2033,3036,2.31,130
1,4/30/2033,9796,7.47,29
1,5/1/2033,14086,10.74,78
1,5/2/2033,1763,1.34,92
1,5/3/2033,16280,12.41,41
1,5/4/2033,1809,1.38,78
1,5/5/2033,16581,12.64,164
1,5/6/2033,7251,5.53,70
1,5/7/2033,7649,5.83,72
1,5/8/2033,2479,1.89,132
1,5/9/2033,16691,12.72,34
1,5/10/2033,15414,11.75,166
1,5/11/2033,19616,14.95,73
1,5/12/2033,13390,10.21,176
1,5/13/2033,6182,4.71,81
1,5/14/2033,2244,1.71,133
1,5/15/2033,18320,13.96,82
1,5/16/2033,15375,11.72,174
1,5/17/2033,8543,6.51,36
1,5/18/2033,4349,3.31,50
1,5/19/2033,5510,4.2,151
1,5/20/2033,1718,1.31,116
1,5/21/2033,7422,5.66,74
1,5/22/2033,10180,7.76,88
1,5/23/2033,13843,10.55,129
1,5/24/2033,3021,2.3,65
1,5/25/2033,10327,7.87,33
1,5/26/2033,12386,9.44,107
1,5/27/2033,2770,2.11,62
1,5/28/2033,5378,4.1,87
1,5/29/2033,12022,9.16,122
1,5/30/2033,2081,1.59,66
1,5/31/2033,14705,11.21,88
1,6/1/2033,5001,3.81,72
1,6/2/2033,12337,9.4,26
1,6/3/2033,18048,13.76,179
1,6/4/2033,19746,15.05,142
1,6/5/2033,12863,9.8,88
1,6/6/2033,14128,10.77,97
1,6/7/2033,11924,9.09,173
1,6/8/2033,14121,10.76,24
1,6/9/2033,8520,6.49,130
1,6/10/2033,10918,8.32,84
1,6/11/2033,13156,10.03,95
1,6/12/2033,17287,13.18,95
1,6/13/2033,8171,6.23,54
1,6/14/2033,11662,8.89,96
1,6/15/2033,17717,13.5,129
1,6/16/2033,12391,9.44,139
1,6/17/2033,14720,11.22,87
1,6/18/2033,17785,13.56,169
1,6/19/2033,10347,7.89,127
1,6/20/2033,12975,9.89,165
1,6/21/2033,16252,12.39,71
1,6/22/2033,2910,2.22,113
1,6/23/2033,5860,4.47,96
1,6/24/2033,15652,11.93,50
1,6/25/2033,4920,3.75,170
1,6/26/2033,12746,9.71,38
1,6/27/2033,3627,2.76,25
1,6/28/2033,17069,13.01,65
1,6/29/2033,11877,9.05,63
1,6/30/2033,11104,8.46,22
1,7/1/2033,9617,7.33,125
1,7/2/2033,17448,13.3,51
1,7/3/2033,7587,5.78,95
1,7/4/2033,4132,3.15,109
1,7/5/2033,8166,6.22,134
1,7/6/2033,10773,8.21,118
1,7/7/2033,1774,1.35,171
1,7/8/2033,5584,4.26,146
1,7/9/2033,12823,9.77,168
1,7/10/2033,13723,10.46,49
1,7/11/2033,5107,3.89,47
1,7/12/2033,18263,13.92,141
1,7/13/2033,12854,9.8,41
1,7/14/2033,15449,11.78,166
1,7/15/2033,8259,6.29,147
1,7/16/2033,10084,7.69,152
1,7/17/2033,16818,12.82,31
1,7/18/2033,16621,12.67,134
1,7/19/2033,1419,1.08,166
1,7/20/2033,17227,13.13,48
1,7/21/2033,19788,15.08,129
1,7/22/2033,19925,15.19,154
1,7/23/2033,8551,6.52,69
1,7/24/2033,5630,4.29,62
1,7/25/2033,17365,13.24,72
1,7/26/2033,6620,5.05,146
1,7/27/2033,14641,11.16,45
1,7/28/2033,7252,5.53,128
1,7/29/2033,11017,8.4,88
1,7/30/2033,12142,9.25,113
1,7/31/2033,12969,9.88,138
1,8/1/2033,4820,3.67,100
1,8/2/2033,15017,11.45,85
1,8/3/2033,14506,11.06,54
1,8/4/2033,17082,13.02,51
1,8/5/2033,13557,10.33,163
1,8/6/2033,8554,6.52,158
1,8/7/2033,3959,3.02,75
1,8/8/2033,4773,3.64,30
1,8/9/2033,18349,13.99,94
1,8/10/2033,9590,7.31,21
1,8/11/2033,5504,4.2,61
1,8/12/2033,7207,5.49,177
1,8/13/2033,10222,7.79,130
1,8/14/2033,18491,14.09,129
1,8/15/2033,2142,1.63,100
1,8/16/2033,1094,0.83,22
1,8/17/2033,6732,5.13,162
1,8/18/2033,2129,1.62,138
1,8/19/2033,12764,9.73,88
1,8/20/2033,10126,7.72,53
1,8/21/2033,4131,3.15,31
1,8/22/2033,9999,7.62,63
1,8/23/2033,3342,2.55,148
1,8/24/2033,11141,8.49,146
1,8/25/2033,19448,14.82,98
1,8/26/2033,4752,3.62,54
1,8/27/2033,1942,1.48,142
1,8/28/2033,19988,15.23,103
1,8/29/2033,18628,14.2,53
1,8/30/2033,17675,13.47,65
1,8/31/2033,16260,12.39,140
1,9/1/2033,9345,7.12,68
1,9/2/2033,8375,6.38,73
1,9/3/2033,18413,14.03,121
1,9/4/2033,17137,13.06,74
1,9/5/2033,13358,10.18,29
1,9/6/2033,11649,8.88,136
1,9/7/2033,15117,11.52,154
1,9/8/2033,14125,10.77,30
1,9/9/2033,12242,9.33,63
1,9/10/2033,1674,1.28,152
1,9/11/2033,17435,13.29,155
1,9/12/2033,19240,14.66,160
1,9/13/2033,3662,2.79,66
1,9/14/2033,10458,7.97,175
1,9/15/2033,18270,13.93,27
1,9/16/2033,18592,14.17,105
1,9/17/2033,14024,10.69,118
1,9/18/2033,16070,12.25,119
1,9/19/2033,2176,1.66,147
1,9/20/2033,11515,8.78,56
1,9/21/2033,19432,14.81,35
1,9/22/2033,17181,13.1,119
1,9/23/2033,12254,9.34,82
1,9/24/2033,6846,5.22,123
1,9/25/2033,8002,6.1,47
1,9/26/2033,19282,14.7,29
1,9/27/2033,16531,12.6,73
1,9/28/2033,14940,11.39,95
1,9/29/2033,16164,12.32,172
1,9/30/2033,8856,6.75,128
1,10/1/2033,18998,14.48,152
1,10/2/2033,17656,13.46,130
1,10/3/2033,2150,1.64,74
1,10/4/2033,9327,7.11,75
1,10/5/2033,16429,12.52,85
1,10/6/2033,3239,2.47,129
1,10/7/2033,7208,5.49,112
1,10/8/2033,14024,10.69,21
1,10/9/2033,7334,5.59,167
1,10/10/2033,8744,6.66,60
1,10/11/2033,16409,12.51,92
1,10/12/2033,19179,14.62,129
1,10/13/2033,2314,1.76,80
1,10/14/2033,5340,4.07,142
1,10/15/2033,13381,10.2,56
1,10/16/2033,5777,4.4,174
1,10/17/2033,15972,12.17,102
1,10/18/2033,17609,13.42,91
1,10/19/2033,17097,13.03,29
1,10/20/2033,10096,7.7,152
1,10/21/2033,14133,10.77,26
1,10/22/2033,3137,2.39,90
1,10/23/2033,1360,1.04,73
1,10/24/2033,19726,15.04,153
1,10/25/2033,3926,2.99,102
1,10/26/2033,9697,7.39,97
1,10/27/2033,1073,0.82,32
1,10/28/2033,1298,0.99,176
1,10/29/2033,14463,11.02,36
1,10/30/2033,5398,4.11,127
1,10/31/2033,8652,6.59,112
1,11/1/2033,12665,9.65,140
1,11/2/2033,17326,13.21,103
1,11/3/2033,6737,5.13,180
1,11/4/2033,13802,10.52,103
1,11/5/2033,19171,14.61,30
1,11/6/2033,8615,6.57,103
1,11/7/2033,5437,4.14,90
1,11/8/2033,1517,1.16,119
1,11/9/2033,10080,7.68,60
1,11/10/2033,14192,10.82,43
1,11/11/2033,4374,3.33,130
1,11/12/2033,16963,12.93,162
1,11/13/2033,8676,6.61,165
1,11/14/2033,18573,14.16,26
1,11/15/2033,6478,4.94,157
1,11/16/2033,8371,6.38,117
1,11/17/2033,3528,2.69,26
1,11/18/2033,4366,3.33,88
1,11/19/2033,18086,13.79,50
1,11/20/2033,6377,4.86,130
1,11/21/2033,6640,5.06,47
1,11/22/2033,1121,0.85,61
1,11/23/2033,2338,1.78,95
1,11/24/2033,17995,13.72,145
1,11/25/2033,1411,1.08,179
1,11/26/2033,13415,10.22,134
1,11/27/2033,7395,5.64,34
1,11/28/2033,6830,5.21,29
1,11/29/2033,2347,1.79,178
1,11/30/2033,5191,3.96,152
1,12/1/2033,14290,10.89,140
1,12/2/2033,17095,13.03,75
1,12/3/2033,10769,8.21,28
1,12/4/2033,1106,0.84,127
1,12/5/2033,9916,7.56,173
1,12/6/2033,12798,9.75,26
1,12/7/2033,11260,8.58,129
1,12/8/2033,14121,10.76,37
1,12/9/2033,14154,10.79,98
1,12/10/2033,18794,14.32,92
1,12/11/2033,18702,14.25,96
1,12/12/2033,19863,15.14,31
1,12/13/2033,15498,11.81,127
1,12/14/2033,13568,10.34,102
1,12/15/2033,17942,13.68,87
1,12/16/2033,10972,8.36,51
1,12/17/2033,19653,14.98,82
1,12/18/2033,15798,12.04,178
1,12/19/2033,1554,1.18,43
1,12/20/2033,2161,1.65,89
1,12/21/2033,16477,12.56,94
1,12/22/2033,19787,15.08,180
1,12/23/2033,14755,11.25,155
1,12/24/2033,3556,2.71,42
1,12/25/2033,1580,1.2,180
1,12/26/2033,1859,1.42,128
1,12/27/2033,3714,2.83,111
1,12/28/2033,8782,6.69,119
1,12/29/2033,12020,9.16,115
1,12/30/2033,2769,2.11,130
1,12/31/2033,10895,8.3,120
1,1/1/2034,17338,13.21,154
1,1/2/2034,2262,1.72,148
1,1/3/2034,4552,3.47,20
1,1/4/2034,19449,14.82,114
1,1/5/2034,14621,11.14,152
1,1/6/2034,16855,12.85,134
1,1/7/2034,11442,8.72,32
1,1/8/2034,19457,14.83,154
1,1/9/2034,13471,10.27,126
1,1/10/2034,12173,9.28,25
1,1/11/2034,9100,6.94,94
1,1/12/2034,9950,7.58,116
1,1/13/2034,5586,4.26,104
1,1/14/2034,18606,14.18,112
1,1/15/2034,11032,8.41,90
1,1/16/2034,19501,14.86,40
1,1/17/2034,8316,6.34,157
1,1/18/2034,11345,8.65,146
1,1/19/2034,10747,8.19,173
1,1/20/2034,13887,10.58,61
1,1/21/2034,18409,14.03,119
1,1/22/2034,1713,1.31,91
1,1/23/2034,5743,4.38,29
1,1/24/2034,10390,7.92,25
1,1/25/2034,4970,3.79,168
1,1/26/2034,12142,9.25,38
1,1/27/2034,9014,6.87,113
1,1/28/2034,14434,11,24
1,1/29/2034,17374,13.24,59
1,1/30/2034,7547,5.75,70
1,1/31/2034,15361,11.71,44
1,2/1/2034,3526,2.69,84
1,2/2/2034,16778,12.79,120
1,2/3/2034,10345,7.88,114
1,2/4/2034,9739,7.42,34
1,2/5/2034,17845,13.6,87
1,2/6/2034,3786,2.89,117
1,2/7/2034,11684,8.91,179
1,2/8/2034,4723,3.6,126
1,2/9/2034,18392,14.02,180
1,2/10/2034,1236,0.94,79
1,2/11/2034,11350,8.65,143
1,2/12/2034,1631,1.24,88
1,2/13/2034,16630,12.68,44
1,2/14/2034,11254,8.58,28
1,2/15/2034,19166,14.61,173
1,2/16/2034,16862,12.85,104
1,2/17/2034,2410,1.84,125
1,2/18/2034,19055,14.52,132
1,2/19/2034,5807,4.43,150
1,2/20/2034,18358,13.99,168
1,2/21/2034,16204,12.35,45
1,2/22/2034,7519,5.73,48
1,2/23/2034,3920,2.99,160
1,2/24/2034,5498,4.19,72
1,2/25/2034,11516,8.78,40
1,2/26/2034,10773,8.21,119
1,2/27/2034,18563,14.15,150
1,2/28/2034,12393,9.45,157
1,3/1/2034,6886,5.25,132
1,3/2/2034,1114,0.85,130
1,3/3/2034,4690,3.57,157
1,3/4/2034,15556,11.86,81
1,3/5/2034,7097,5.41,101
1,3/6/2034,14807,11.29,157
1,3/7/2034,11420,8.7,119
1,3/8/2034,1041,0.79,36
1,3/9/2034,12485,9.52,173
1,3/10/2034,12267,9.35,135
1,3/11/2034,1413,1.08,67
1,3/12/2034,9592,7.31,55
1,3/13/2034,15531,11.84,85
1,3/14/2034,5233,3.99,153
1,3/15/2034,12911,9.84,176
1,3/16/2034,15890,12.11,63
1,3/17/2034,18937,14.43,150
1,3/18/2034,12287,9.37,146
1,3/19/2034,5904,4.5,145
1,3/20/2034,7880,6.01,59
1,3/21/2034,3067,2.34,176
1,3/22/2034,14183,10.81,56
1,3/23/2034,17978,13.7,166
1,3/24/2034,19446,14.82,82
1,3/25/2034,14159,10.79,115
1,3/26/2034,6250,4.76,97
1,3/27/2034,16583,12.64,63
1,3/28/2034,4093,3.12,150
1,3/29/2034,2218,1.69,128
1,3/30/2034,16632,12.68,141
1,3/31/2034,15387,11.73,179
1,4/1/2034,2323,1.77,110
1,4/2/2034,14483,11.04,98
1,4/3/2034,1152,0.88,97
1,4/4/2034,16855,12.85,164
1,4/5/2034,1620,1.23,118
1,4/6/2034,5944,4.53,153
1,4/7/2034,4154,3.17,48
1,4/8/2034,14722,11.22,142
1,4/9/2034,16408,12.51,102
1,4/10/2034,13251,10.1,72
1,4/11/2034,10643,8.11,36
1,4/12/2034,11094,8.46,86
1,4/13/2034,8860,6.75,81
1,4/14/2034,13747,10.48,63
1,4/15/2034,10089,7.69,117
1,4/16/2034,6460,4.92,46
1,4/17/2034,15729,11.99,65
1,4/18/2034,8933,6.81,59
1,4/19/2034,11707,8.92,148
1,4/20/2034,10654,8.12,102
1,4/21/2034,5492,4.19,70
1,4/22/2034,17152,13.07,124
1,4/23/2034,19550,14.9,112
1,4/24/2034,11531,8.79,54
1,4/25/2034,18144,13.83,139
1,4/26/2034,16545,12.61,105
1,4/27/2034,12250,9.34,159
1,4/28/2034,10577,8.06,168
1,4/29/2034,1727,1.32,142
1,4/30/2034,16663,12.7,126
1,5/1/2034,19880,15.15,26
1,5/2/2034,15844,12.08,69
1,5/3/2034,7076,5.39,177
1,5/4/2034,19102,14.56,25
1,5/5/2034,6467,4.93,53
1,5/6/2034,2171,1.65,121
1,5/7/2034,15621,11.91,118
1,5/8/2034,11431,8.71,141
1,5/9/2034,11487,8.76,117
1,5/10/2034,3722,2.84,114
1,5/11/2034,7081,5.4,121
1,5/12/2034,11137,8.49,36
1,5/13/2034,19613,14.95,121
1,5/14/2034,3483,2.65,149
1,5/15/2034,10308,7.86,141
1,5/16/2034,15489,11.81,20
1,5/17/2034,1109,0.85,123
1,5/18/2034,14174,10.8,117
1,5/19/2034,11979,9.13,149
1,5/20/2034,18457,14.07,79
1,5/21/2034,9916,7.56,79
1,5/22/2034,14372,10.95,136
1,5/23/2034,2957,2.25,74
1,5/24/2034,2756,2.1,66
1,5/25/2034,10850,8.27,61
1,5/26/2034,8317,6.34,144
1,5/27/2034,2013,1.53,49
1,5/28/2034,18741,14.28,81
1,5/29/2034,3510,2.68,124
1,5/30/2034,11705,8.92,102
1,5/31/2034,5246,4,114
1,6/1/2034,10119,7.71,21
1,6/2/2034,3619,2.76,112
1,6/3/2034,6800,5.18,43
1,6/4/2034,1280,0.98,71
1,6/5/2034,11034,8.41,160
1,6/6/2034,10111,7.71,110
1,6/7/2034,13434,10.24,168
1,6/8/2034,13600,10.37,51
1,6/9/2034,5641,4.3,74
1,6/10/2034,5640,4.3,129
1,6/11/2034,15483,11.8,165
1,6/12/2034,18840,14.36,20
1,6/13/2034,11620,8.86,103
1,6/14/2034,2783,2.12,62
1,6/15/2034,14510,11.06,60
1,6/16/2034,2781,2.12,24
1,6/17/2034,6514,4.96,74
1,6/18/2034,19540,14.89,41
1,6/19/2034,14333,10.92,150
1,6/20/2034,18283,13.94,143
1,6/21/2034,17037,12.99,115
1,6/22/2034,4934,3.76,36
1,6/23/2034,9524,7.26,47
1,6/24/2034,12277,9.36,147
1,6/25/2034,19783,15.08,56
1,6/26/2034,12428,9.47,30
1,6/27/2034,13452,10.25,66
1,6/28/2034,17642,13.45,158
1,6/29/2034,9063,6.91,71
1,6/30/2034,4051,3.09,39
1,7/1/2034,2098,1.6,121
1,7/2/2034,11496,8.76,91
1,7/3/2034,12842,9.79,93
1,7/4/2034,19949,15.21,134
1,7/5/2034,5912,4.51,107
1,7/6/2034,9889,7.54,92
1,7/7/2034,15332,11.69,146
1,7/8/2034,16695,12.72,43
1,7/9/2034,16521,12.59,82
1,7/10/2034,14647,11.16,139
1,7/11/2034,8749,6.67,122
1,7/12/2034,2986,2.28,146
1,7/13/2034,10342,7.88,175
1,7/14/2034,16499,12.58,92
1,7/15/2034,15688,11.96,148
1,7/16/2034,11531,8.79,60
1,7/17/2034,18787,14.32,50
1,7/18/2034,3109,2.37,59
1,7/19/2034,11601,8.84,152
1,7/20/2034,7576,5.77,64
1,7/21/2034,1501,1.14,135
1,7/22/2034,2137,1.63,109
1,7/23/2034,5766,4.39,129
1,7/24/2034,3834,2.92,70
1,7/25/2034,6724,5.12,96
1,7/26/2034,12622,9.62,85
1,7/27/2034,14448,11.01,88
1,7/28/2034,17425,13.28,110
1,7/29/2034,11656,8.88,89
1,7/30/2034,19886,15.16,115
1,7/31/2034,2288,1.74,100
1,8/1/2034,10592,8.07,59
1,8/2/2034,17226,13.13,65
1,8/3/2034,6097,4.65,95
1,8/4/2034,12998,9.91,93
1,8/5/2034,7545,5.75,149
1,8/6/2034,2986,2.28,111
1,8/7/2034,3229,2.46,175
1,8/8/2034,13220,10.08,48
1,8/9/2034,7075,5.39,32
1,8/10/2034,8666,6.61,45
1,8/11/2034,9133,6.96,101
1,8/12/2034,17094,13.03,93
1,8/13/2034,2532,1.93,36
1,8/14/2034,17898,13.64,131
1,8/15/2034,16627,12.67,112
1,8/16/2034,8656,6.6,50
1,8/17/2034,5519,4.21,55
1,8/18/2034,3566,2.72,69
1,8/19/2034,10118,7.71,78
1,8/20/2034,8257,6.29,164
1,8/21/2034,13659,10.41,60
1,8/22/2034,3086,2.35,42
1,8/23/2034,11228,8.56,107
1,8/24/2034,5958,4.54,155
1,8/25/2034,17393,13.26,57
1,8/26/2034,11561,8.81,51
1,8/27/2034,14148,10.78,139
1,8/28/2034,7024,5.35,100
1,8/29/2034,14603,11.13,58
1,8/30/2034,3980,3.03,106
1,8/31/2034,15737,11.99,136
1,9/1/2034,8227,6.27,36
1,9/2/2034,19679,15,59
1,9/3/2034,14432,11,162
1,9/4/2034,14677,11.19,161
1,9/5/2034,17231,13.13,26
1,9/6/2034,10879,8.29,152
1,9/7/2034,7371,5.62,115
1,9/8/2034,2478,1.89,112
1,9/9/2034,5114,3.9,170
1,9/10/2034,13055,9.95,34
1,9/11/2034,18977,14.46,165
1,9/12/2034,13787,10.51,72
1,9/13/2034,14104,10.75,56
1,9/14/2034,9728,7.41,113
1,9/15/2034,6666,5.08,32
1,9/16/2034,14244,10.86,127
1,9/17/2034,16509,12.58,23
1,9/18/2034,4979,3.79,128
1,9/19/2034,6712,5.12,39
1,9/20/2034,11348,8.65,27
1,9/21/2034,14705,11.21,36
1,9/22/2034,18868,14.38,157
1,9/23/2034,8122,6.19,95
1,9/24/2034,1799,1.37,117
1,9/25/2034,4296,3.27,64
1,9/26/2034,19450,14.82,119
1,9/27/2034,19020,14.5,117
1,9/28/2034,2318,1.77,81
1,9/29/2034,3217,2.45,159
1,9/30/2034,7355,5.61,172
1,10/1/2034,6379,4.86,106
1,10/2/2034,14403,10.98,61
1,10/3/2034,4471,3.41,22
1,10/4/2034,3725,2.84,97
1,10/5/2034,11509,8.77,152
1,10/6/2034,14099,10.75,177
1,10/7/2034,16149,12.31,153
1,10/8/2034,19104,14.56,127
1,10/9/2034,14822,11.3,116
1,10/10/2034,3905,2.98,86
1,10/11/2034,4647,3.54,85
1,10/12/2034,1991,1.52,174
1,10/13/2034,6316,4.81,47
1,10/14/2034,3308,2.52,145
1,10/15/2034,14599,11.13,60
1,10/16/2034,7371,5.62,87
1,10/17/2034,19370,14.76,67
1,10/18/2034,17825,13.59,88
1,10/19/2034,18643,14.21,159
1,10/20/2034,12906,9.84,138
1,10/21/2034,12269,9.35,110
1,10/22/2034,13806,10.52,54
1,10/23/2034,7347,5.6,143
1,10/24/2034,1984,1.51,170
1,10/25/2034,15047,11.47,108
1,10/26/2034,18543,14.13,92
1,10/27/2034,17764,13.54,164
1,10/28/2034,12882,9.82,119
1,10/29/2034,10897,8.31,127
1,10/30/2034,12529,9.55,113
1,10/31/2034,7808,5.95,55
1,11/1/2034,14044,10.7,128
1,11/2/2034,19013,14.49,76
1,11/3/2034,2574,1.96,133
1,11/4/2034,4442,3.39,27
1,11/5/2034,14599,11.13,65
1,11/6/2034,4116,3.14,157
1,11/7/2034,19640,14.97,85
1,11/8/2034,16030,12.22,94
1,11/9/2034,18379,14.01,134
1,11/10/2034,7690,5.86,138
1,11/11/2034,18385,14.01,150
1,11/12/2034,15357,11.71,57
1,11/13/2034,19990,15.24,146
1,11/14/2034,7261,5.53,72
1,11/15/2034,17177,13.09,54
1,11/16/2034,9180,7,111
1,11/17/2034,13332,10.16,41
1,11/18/2034,12148,9.26,116
1,11/19/2034,1948,1.48,75
1,11/20/2034,14517,11.06,61
1,11/21/2034,3610,2.75,176
1,11/22/2034,14943,11.39,161
1,11/23/2034,5037,3.84,33
1,11/24/2034,1918,1.46,79
1,11/25/2034,13491,10.28,51
1,11/26/2034,11450,8.73,84
1,11/27/2034,1338,1.02,130
1,11/28/2034,12156,9.27,35
1,11/29/2034,19643,14.97,29
1,11/30/2034,13535,10.32,70
1,12/1/2034,15446,11.77,146
1,12/2/2034,17509,13.35,83
1,12/3/2034,4367,3.33,45
1,12/4/2034,14264,10.87,136
1,12/5/2034,5465,4.17,48
1,12/6/2034,5685,4.33,52
1,12/7/2034,16420,12.52,165
1,12/8/2034,6545,4.99,112
1,12/9/2034,17012,12.97,81
1,12/10/2034,17057,13,142
1,12/11/2034,13842,10.55,83
1,12/12/2034,1242,0.95,106
1,12/13/2034,16365,12.47,134
1,12/14/2034,15315,11.67,126
1,12/15/2034,6515,4.97,71
1,12/16/2034,7621,5.81,136
1,12/17/2034,3706,2.82,117
1,12/18/2034,2624,2,54
1,12/19/2034,9611,7.33,102
1,12/20/2034,3724,2.84,124
1,12/21/2034,13368,10.19,74
1,12/22/2034,13235,10.09,82
1,12/23/2034,8843,6.74,112
1,12/24/2034,18027,13.74,126
1,12/25/2034,10800,8.23,146
1,12/26/2034,1711,1.3,37
1,12/27/2034,4428,3.38,112
1,12/28/2034,18415,14.04,42
1,12/29/2034,1041,0.79,63
1,12/30/2034,3335,2.54,152
1,12/31/2034,4345,3.31,107
1,1/1/2035,19599,14.94,135
1,1/2/2035,17742,13.52,47
1,1/3/2035,13018,9.92,77
1,1/4/2035,5551,4.23,87
1,1/5/2035,8477,6.46,55
1,1/6/2035,12306,9.38,31
1,1/7/2035,1424,1.09,167
1,1/8/2035,9052,6.9,145
1,1/9/2035,14416,10.99,140
1,1/10/2035,12759,9.72,126
1,1/11/2035,6661,5.08,134
1,1/12/2035,11389,8.68,92
1,1/13/2035,6720,5.12,139
1,1/14/2035,7386,5.63,150
1,1/15/2035,7241,5.52,161
1,1/16/2035,9877,7.53,110
1,1/17/2035,11746,8.95,72
1,1/18/2035,3653,2.78,142
1,1/19/2035,16687,12.72,53
1,1/20/2035,3622,2.76,131
1,1/21/2035,19596,14.94,93
1,1/22/2035,15255,11.63,28
1,1/23/2035,1589,1.21,175
1,1/24/2035,16303,12.43,93
1,1/25/2035,9794,7.46,119
1,1/26/2035,1851,1.41,22
1,1/27/2035,19131,14.58,169
1,1/28/2035,12163,9.27,26
1,1/29/2035,10285,7.84,157
1,1/30/2035,4334,3.3,173
1,1/31/2035,4440,3.38,74
1,2/1/2035,16223,12.37,136
1,2/2/2035,18529,14.12,80
1,2/3/2035,6630,5.05,74
1,2/4/2035,4426,3.37,89
1,2/5/2035,3507,2.67,38
1,2/6/2035,4566,3.48,33
1,2/7/2035,12252,9.34,32
1,2/8/2035,15910,12.13,178
1,2/9/2035,16722,12.75,150
1,2/10/2035,1399,1.07,153
1,2/11/2035,1563,1.19,56
1,2/12/2035,1786,1.36,83
1,2/13/2035,18695,14.25,39
1,2/14/2035,3445,2.63,145
1,2/15/2035,13560,10.34,138
1,2/16/2035,10265,7.82,27
1,2/17/2035,11849,9.03,44
1,2/18/2035,6860,5.23,67
1,2/19/2035,1788,1.36,27
1,2/20/2035,15593,11.88,69
1,2/21/2035,10472,7.98,155
1,2/22/2035,7899,6.02,179
1,2/23/2035,4802,3.66,24
1,2/24/2035,7647,5.83,25
1,2/25/2035,9256,7.05,31
1,2/26/2035,5887,4.49,139
1,2/27/2035,1690,1.29,103
1,2/28/2035,16797,12.8,55
1,3/1/2035,12247,9.33,138
1,3/2/2035,16553,12.62,118
1,3/3/2035,4944,3.77,64
1,3/4/2035,6247,4.76,116
1,3/5/2035,3263,2.49,163
1,3/6/2035,16133,12.3,94
1,3/7/2035,13802,10.52,134
1,3/8/2035,19886,15.16,104
1,3/9/2035,14719,11.22,90
1,3/10/2035,17321,13.2,158
1,3/11/2035,2055,1.57,116
1,3/12/2035,9505,7.24,98
1,3/13/2035,3958,3.02,180
1,3/14/2035,7669,5.85,142
1,3/15/2035,6016,4.59,55
1,3/16/2035,10599,8.08,91
1,3/17/2035,18138,13.82,176
1,3/18/2035,9351,7.13,134
1,3/19/2035,6939,5.29,108
1,3/20/2035,15310,11.67,37
1,3/21/2035,12236,9.33,169
1,3/22/2035,13252,10.1,33
1,3/23/2035,11653,8.88,48
1,3/24/2035,1066,0.81,145
1,3/25/2035,17983,13.71,122
1,3/26/2035,19725,15.03,132
